sampleID fatherID motherID sex
NA12348 0 0 2
NA12376 NA12546 NA12489 2
NA12383 0 0 2
NA12386 NA12399 NA12400 2
NA12399 0 0 1
NA12400 0 0 2
NA12413 0 0 1
NA12414 0 0 2
NA12485 NA12413 NA12414 1
NA12489 0 0 2
NA12546 0 0 1
NA12707 NA12716 NA12717 1
NA12716 0 0 1
NA12717 0 0 2
NA12718 0 0 2
NA12739 NA12748 NA12749 1
NA12740 NA12750 NA12751 2
NA12748 0 0 1
NA12749 0 0 2
NA12750 0 0 1
NA12751 0 0 2
NA12752 NA12760 NA12761 1
NA12753 NA12762 NA12763 2
NA12760 0 0 1
NA12761 0 0 2
NA12762 0 0 1
NA12763 0 0 2
NA12766 NA12775 NA12776 1
NA12767 NA12777 NA12778 2
NA12775 0 0 1
NA12776 0 0 2
NA12777 0 0 1
NA12778 0 0 2
NA12801 NA12812 NA12813 1
NA12802 NA12814 NA12815 2
NA12812 0 0 1
NA12813 0 0 2
NA12814 0 0 1
NA12815 0 0 2
NA12817 NA12827 NA12828 1
NA12818 NA12829 NA12830 2
NA12827 0 0 1
NA12828 0 0 2
NA12829 0 0 1
NA12830 0 0 2
NA12832 NA12842 NA12843 2
NA12842 0 0 1
NA12843 0 0 2
NA12864 NA12872 NA12873 1
NA12865 NA12874 NA12875 2
NA12872 0 0 1
NA12873 0 0 2
NA12874 0 0 1
NA12875 0 0 2
NA12877 NA12889 NA12890 1
NA12878 NA12891 NA12892 2
NA12889 0 0 1
NA12890 0 0 2
NA12891 0 0 1
NA12892 0 0 2
NA18484 NA18486 NA18488 2
NA18485 NA18487 NA18489 1
NA18486 0 0 1
NA18487 0 0 1
NA18488 0 0 2
NA18489 0 0 2
NA18497 NA18498 NA18499 1
NA18498 0 0 1
NA18499 0 0 2
NA18500 NA18501 NA18502 1
NA18501 0 0 1
NA18502 0 0 2
NA18503 NA18504 NA18505 1
NA18504 0 0 1
NA18505 0 0 2
NA18506 NA18507 NA18508 1
NA18507 0 0 1
NA18508 0 0 2
NA18510 0 0 1
NA18511 0 0 2
NA18515 NA18516 NA18517 1
NA18516 0 0 1
NA18517 0 0 2
NA18518 NA18519 NA18520 2
NA18519 0 0 1
NA18520 0 0 2
NA18521 NA18522 NA18523 1
NA18522 0 0 1
NA18523 0 0 2
NA18525 0 0 2
NA18526 0 0 2
NA18528 0 0 2
NA18530 0 0 1
NA18531 0 0 2
NA18532 0 0 2
NA18533 0 0 2
NA18534 0 0 1
NA18535 0 0 2
NA18536 0 0 1
NA18537 0 0 2
NA18538 0 0 2
NA18539 0 0 2
NA18541 0 0 2
NA18542 0 0 2
NA18543 0 0 1
NA18544 0 0 1
NA18545 0 0 2
NA18546 0 0 1
NA18547 0 0 2
NA18548 0 0 1
NA18549 0 0 1
NA18550 0 0 2
NA18552 0 0 2
NA18553 0 0 2
NA18555 0 0 2
NA18557 0 0 1
NA18558 0 0 1
NA18559 0 0 1
NA18560 0 0 2
NA18561 0 0 1
NA18562 0 0 1
NA18563 0 0 1
NA18564 0 0 2
NA18565 0 0 2
NA18566 0 0 2
NA18567 0 0 2
NA18570 0 0 2
NA18571 0 0 2
NA18572 0 0 1
NA18573 0 0 2
NA18574 0 0 2
NA18577 0 0 2
NA18579 0 0 2
NA18582 0 0 2
NA18591 0 0 2
NA18592 0 0 2
NA18593 0 0 2
NA18595 0 0 2
NA18596 0 0 2
NA18597 0 0 2
NA18599 0 0 2
NA18602 0 0 2
NA18603 0 0 1
NA18605 0 0 1
NA18606 0 0 1
NA18608 0 0 1
NA18609 0 0 1
NA18610 0 0 2
NA18611 0 0 1
NA18612 0 0 1
NA18613 0 0 1
NA18614 0 0 2
NA18615 0 0 2
NA18616 0 0 2
NA18617 0 0 2
NA18618 0 0 2
NA18619 0 0 2
NA18620 0 0 1
NA18621 0 0 1
NA18622 0 0 1
NA18623 0 0 1
NA18624 0 0 1
NA18625 0 0 2
NA18626 0 0 2
NA18627 0 0 2
NA18628 0 0 2
NA18629 0 0 1
NA18630 0 0 2
NA18631 0 0 2
NA18632 0 0 1
NA18633 0 0 1
NA18634 0 0 2
NA18635 0 0 1
NA18636 0 0 1
NA18637 0 0 1
NA18638 0 0 1
NA18639 0 0 1
NA18640 0 0 2
NA18641 0 0 2
NA18642 0 0 2
NA18643 0 0 1
NA18644 0 0 2
NA18645 0 0 1
NA18646 0 0 2
NA18647 0 0 1
NA18648 0 0 1
NA18740 0 0 1
NA18745 0 0 1
NA18747 0 0 1
NA18748 0 0 1
NA18749 0 0 1
NA18757 0 0 1
NA18852 0 0 2
NA18853 0 0 1
NA18854 NA18853 NA18852 1
NA18855 0 0 2
NA18856 0 0 1
NA18857 NA18856 NA18855 1
NA18858 0 0 2
NA18859 0 0 1
NA18860 NA18859 NA18858 1
NA18861 0 0 2
NA18862 0 0 1
NA18863 NA18862 NA18861 1
NA18864 0 0 2
NA18865 0 0 1
NA18867 0 0 2
NA18868 0 0 1
NA18869 NA18868 NA18867 1
NA18870 0 0 2
NA18871 0 0 1
NA18872 NA18871 NA18870 1
NA18873 0 0 2
NA18874 0 0 1
NA18875 NA18874 NA18873 2
NA18876 0 0 2
NA18877 0 0 1
NA18878 0 0 2
NA18879 0 0 1
NA18881 0 0 2
NA18906 NA18877 NA18876 2
NA18907 0 0 2
NA18908 0 0 1
NA18909 0 0 2
NA18910 0 0 1
NA18911 NA18910 NA18909 1
NA18912 0 0 2
NA18913 0 NA19238 1
NA18914 NA18913 NA18912 1
NA18915 0 0 1
NA18916 0 0 2
NA18917 0 0 1
NA18923 0 0 1
NA18924 0 0 2
NA18925 NA18923 NA18924 1
NA18930 NA18917 NA18916 2
NA18933 0 0 2
NA18934 0 0 1
NA18935 NA18934 NA18933 1
NA18939 0 0 2
NA18940 0 0 1
NA18941 0 0 2
NA18942 0 0 2
NA18943 0 0 1
NA18944 0 0 1
NA18945 0 0 1
NA18946 0 0 2
NA18947 0 0 2
NA18948 0 0 1
NA18949 0 0 2
NA18950 0 0 2
NA18951 0 0 2
NA18952 0 0 1
NA18953 0 0 1
NA18954 0 0 2
NA18956 0 0 2
NA18957 0 0 2
NA18959 0 0 1
NA18960 0 0 1
NA18961 0 0 1
NA18962 0 0 1
NA18963 0 0 2
NA18964 0 0 2
NA18965 0 0 1
NA18966 0 0 1
NA18967 0 0 1
NA18968 0 0 2
NA18969 0 0 2
NA18970 0 0 1
NA18971 0 0 1
NA18972 0 0 2
NA18973 0 0 2
NA18974 0 0 1
NA18975 0 0 2
NA18976 0 0 2
NA18977 0 0 1
NA18978 0 0 2
NA18979 0 0 2
NA18980 0 0 2
NA18981 0 0 2
NA18982 0 0 1
NA18983 0 0 1
NA18984 0 0 1
NA18985 0 0 1
NA18986 0 0 1
NA18987 0 0 2
NA18988 0 0 1
NA18989 0 0 1
NA18990 0 0 1
NA18991 0 0 2
NA18992 0 0 2
NA18993 0 0 2
NA18994 0 0 1
NA18995 0 0 1
NA18997 0 0 2
NA18998 0 0 2
NA18999 0 0 2
NA19000 0 0 1
NA19001 0 0 2
NA19002 0 0 2
NA19003 0 0 2
NA19004 0 0 1
NA19005 0 0 1
NA19006 0 0 1
NA19007 0 0 1
NA19009 0 0 1
NA19010 0 0 2
NA19011 0 0 2
NA19012 0 0 1
NA19017 0 0 2
NA19019 0 0 2
NA19020 0 0 1
NA19023 0 0 2
NA19024 0 0 2
NA19025 0 0 1
NA19026 0 0 1
NA19027 0 0 1
NA19028 0 0 1
NA19030 0 0 2
NA19031 0 0 1
NA19035 0 0 1
NA19036 0 0 2
NA19037 0 0 2
NA19038 0 0 2
NA19041 0 0 1
NA19042 0 0 2
NA19043 0 0 1
NA19054 0 0 2
NA19055 0 0 1
NA19056 0 0 1
NA19057 0 0 2
NA19058 0 0 1
NA19059 0 0 2
NA19060 0 0 1
NA19062 0 0 1
NA19063 0 0 1
NA19064 0 0 2
NA19065 0 0 2
NA19066 0 0 1
NA19067 0 0 1
NA19068 0 0 1
NA19070 0 0 1
NA19072 0 0 1
NA19074 0 0 2
NA19075 0 0 1
NA19076 0 0 1
NA19077 0 0 2
NA19078 0 0 2
NA19079 0 0 1
NA19080 0 0 2
NA19081 0 0 2
NA19082 0 0 1
NA19083 0 0 1
NA19084 0 0 2
NA19085 0 0 1
NA19086 0 0 1
NA19087 0 0 2
NA19088 0 0 1
NA19089 0 0 1
NA19090 0 0 2
NA19091 0 0 1
NA19092 0 0 1
NA19093 0 0 2
NA19094 NA19092 NA19093 2
NA19095 0 0 2
NA19096 0 0 1
NA19097 NA19096 NA19095 2
NA19098 0 0 1
NA19099 0 0 2
NA19100 NA19098 NA19099 2
NA19101 0 0 1
NA19102 0 0 2
NA19103 NA19101 NA19102 1
NA19107 0 0 1
NA19108 0 0 2
NA19109 NA19107 NA19108 2
NA19113 0 0 1
NA19114 0 0 2
NA19115 NA19113 NA19114 2
NA19116 0 0 2
NA19117 0 0 1
NA19118 0 0 2
NA19119 0 0 1
NA19120 NA19119 NA19116 1
NA19121 0 0 1
NA19122 0 0 2
NA19123 NA19121 NA19122 1
NA19127 0 0 2
NA19128 0 0 1
NA19129 NA19128 NA19127 2
NA19130 0 0 1
NA19131 0 0 2
NA19132 NA19130 NA19131 2
NA19137 0 0 2
NA19138 0 0 1
NA19139 NA19138 NA19137 1
NA19140 0 0 2
NA19141 0 0 1
NA19142 NA19141 NA19140 1
NA19143 0 0 2
NA19144 0 0 1
NA19145 NA19144 NA19143 1
NA19146 0 0 1
NA19147 0 0 2
NA19148 NA19146 NA19147 2
NA19149 0 0 2
NA19150 0 0 1
NA19151 NA19150 NA19149 2
NA19152 0 0 2
NA19153 0 0 1
NA19154 NA19153 NA19152 1
NA19159 0 0 2
NA19160 0 0 1
NA19161 NA19160 NA19159 1
NA19171 0 0 1
NA19172 0 0 2
NA19173 NA19171 NA19172 1
NA19174 NA19117 NA19118 1
NA19175 0 0 1
NA19176 0 0 2
NA19177 NA19175 NA19176 1
NA19184 0 0 1
NA19185 0 0 2
NA19186 NA19184 NA19185 1
NA19189 0 0 1
NA19190 0 0 2
NA19191 NA19189 NA19190 1
NA19197 0 0 2
NA19198 0 0 1
NA19199 NA19198 NA19197 2
NA19200 0 0 1
NA19201 0 0 2
NA19202 NA19200 NA19201 2
NA19203 0 0 1
NA19204 0 0 2
NA19205 NA19203 NA19204 1
NA19206 0 0 2
NA19207 0 0 1
NA19208 NA19207 NA19206 1
NA19209 0 0 2
NA19210 0 0 1
NA19211 NA19210 NA19209 1
NA19213 0 0 1
NA19214 0 0 2
NA19215 NA19213 NA19214 2
NA19221 NA19223 NA19222 2
NA19222 0 0 2
NA19223 0 0 1
NA19224 NA19226 NA19225 1
NA19225 0 0 2
NA19226 0 0 1
NA19235 0 0 2
NA19236 0 0 1
NA19237 NA19236 NA19235 2
NA19238 0 0 2
NA19239 0 0 1
NA19240 NA19239 NA19238 2
NA19247 0 0 2
NA19248 0 0 1
NA19249 NA19248 NA19247 1
NA19256 0 0 1
NA19257 0 0 2
NA19258 NA19256 NA19257 1
NA19307 0 0 1
NA19308 0 0 1
NA19309 0 0 1
NA19310 0 0 2
NA19312 0 0 1
NA19314 0 0 2
NA19315 0 0 2
NA19316 0 0 2
NA19317 0 0 1
NA19318 0 0 1
NA19319 0 0 1
NA19320 0 0 2
NA19321 0 0 2
NA19323 0 0 2
NA19324 0 0 2
NA19327 0 0 2
NA19328 0 0 2
NA19331 0 0 1
NA19332 0 0 2
NA19334 0 0 1
NA19338 0 0 2
NA19346 0 0 1
NA19347 0 0 1
NA19350 0 0 1
NA19351 0 0 2
NA19355 0 0 2
NA19360 0 0 1
NA19372 0 0 1
NA19374 0 0 1
NA19375 0 0 1
NA19376 0 0 1
NA19377 0 0 2
NA19378 0 0 2
NA19379 0 0 2
NA19380 0 0 1
NA19383 0 0 1
NA19384 0 0 1
NA19385 0 0 1
NA19390 0 0 2
NA19391 0 0 2
NA19393 0 0 1
NA19394 0 0 1
NA19395 0 0 2
NA19397 0 0 1
NA19399 0 0 2
NA19401 0 0 2
NA19403 0 0 2
NA19404 0 0 2
NA19428 0 0 1
NA19429 0 0 1
NA19430 0 0 1
NA19431 0 0 2
NA19434 0 0 2
NA19435 0 0 2
NA19436 0 0 2
NA19437 0 0 2
NA19438 0 0 2
NA19439 0 0 2
NA19440 0 0 2
NA19443 0 0 1
NA19445 0 0 2
NA19446 0 0 2
NA19448 0 0 1
NA19449 0 0 2
NA19451 0 0 1
NA19452 0 0 1
NA19454 0 0 1
NA19455 0 0 1
NA19456 0 0 2
NA19457 0 0 2
NA19461 0 0 1
NA19462 0 0 2
NA19463 0 0 2
NA19466 0 0 1
NA19467 0 0 2
NA19468 0 0 2
NA19471 0 0 2
NA19472 0 0 2
NA19473 0 0 2
NA19474 0 0 2
NA19475 0 0 2
NA19625 0 0 2
NA19648 0 0 2
NA19649 0 0 1
NA19650 NA19649 NA19648 1
NA19651 0 0 2
NA19652 0 0 1
NA19653 NA19652 NA19651 2
NA19654 0 0 2
NA19655 0 0 1
NA19656 NA19655 NA19654 2
NA19657 0 0 2
NA19658 0 0 1
NA19659 NA19658 NA19657 2
NA19660 0 0 2
NA19661 0 0 1
NA19662 NA19661 NA19660 2
NA19663 0 0 2
NA19664 0 0 1
NA19665 NA19664 NA19663 2
NA19669 0 0 2
NA19670 0 0 1
NA19671 NA19670 NA19669 2
NA19675 NA19679 NA19678 2
NA19676 0 0 1
NA19677 NA19676 NA19675 2
NA19678 0 0 2
NA19679 0 0 1
NA19680 NA19679 NA19678 2
NA19681 0 0 2
NA19682 0 0 1
NA19683 NA19682 NA19681 2
NA19684 0 0 2
NA19685 NA19661 NA19660 1
NA19686 NA19685 NA19684 2
NA19700 0 0 1
NA19701 0 0 2
NA19702 NA19700 NA19701 1
NA19703 0 0 1
NA19704 0 0 2
NA19705 NA19703 NA19704 1
NA19707 0 0 2
NA19711 0 0 1
NA19712 0 0 2
NA19713 0 0 2
NA19716 0 0 2
NA19717 0 0 1
NA19718 NA19717 NA19716 2
NA19719 0 0 2
NA19720 0 0 1
NA19721 NA19720 NA19719 2
NA19722 0 0 2
NA19723 0 0 1
NA19724 NA19723 NA19722 1
NA19725 0 0 2
NA19726 0 0 1
NA19727 NA19726 NA19725 1
NA19728 0 0 2
NA19729 0 0 1
NA19730 NA19729 NA19728 2
NA19731 0 0 2
NA19732 0 0 1
NA19733 NA19732 NA19731 2
NA19734 0 0 2
NA19735 0 0 1
NA19740 0 0 2
NA19741 0 0 1
NA19746 0 0 2
NA19747 0 0 1
NA19748 NA19747 NA19746 2
NA19749 0 0 2
NA19750 0 0 1
NA19751 NA19750 NA19749 1
NA19752 0 0 2
NA19755 0 0 2
NA19756 0 0 1
NA19757 NA19756 NA19755 1
NA19758 0 0 2
NA19759 0 0 1
NA19760 NA19759 NA19758 2
NA19761 0 0 2
NA19762 0 0 1
NA19763 NA19762 NA19761 2
NA19764 0 0 2
NA19770 0 0 2
NA19771 0 0 1
NA19772 NA19771 NA19770 1
NA19773 0 0 2
NA19774 0 0 1
NA19775 NA19774 NA19773 2
NA19776 0 0 2
NA19777 0 0 1
NA19778 NA19777 NA19776 1
NA19779 0 0 2
NA19780 0 0 1
NA19781 NA19780 NA19779 2
NA19782 0 0 2
NA19783 0 0 1
NA19784 NA19783 NA19782 1
NA19785 0 0 2
NA19786 0 0 1
NA19787 NA19786 NA19785 1
NA19788 0 0 2
NA19789 0 0 1
NA19790 NA19789 NA19788 2
NA19792 0 0 1
NA19794 0 0 2
NA19795 0 0 1
NA19796 NA19795 NA19794 1
NA19818 0 0 1
NA19819 0 0 2
NA19828 NA19818 NA19819 1
NA19834 0 0 1
NA19835 0 0 2
NA19836 NA19834 NA19835 2
NA19900 0 0 1
NA19901 0 0 2
NA19902 NA19900 NA19901 2
NA19904 0 0 1
NA19908 0 0 1
NA19909 0 0 2
NA19913 NA19904 0 2
NA19914 0 0 2
NA19916 0 0 1
NA19917 0 0 2
NA19918 NA19916 NA19917 1
NA19919 NA19908 NA19909 1
NA19920 0 0 1
NA19921 0 0 2
NA19922 0 0 1
NA19923 0 0 2
NA19924 NA19922 NA19923 2
NA19982 0 0 1
NA19983 NA19982 NA19713 2
NA19984 0 0 1
NA20126 0 0 1
NA20127 0 0 2
NA20128 NA20126 NA20127 2
NA20129 NA19920 NA19921 2
NA20274 0 0 2
NA20276 0 0 2
NA20278 0 0 1
NA20279 NA20278 NA20282 1
NA20281 0 0 1
NA20282 0 0 2
NA20287 0 0 2
NA20289 0 0 2
NA20291 0 0 1
NA20294 0 0 2
NA20296 0 0 2
NA20298 0 0 1
NA20299 0 0 2
NA20314 0 0 2
NA20317 0 0 2
NA20318 0 NA20317 1
NA20320 0 0 2
NA20321 0 0 2
NA20332 0 0 2
NA20334 0 0 2
NA20339 0 0 2
NA20340 0 0 1
NA20342 0 0 1
NA20346 0 0 1
NA20348 0 0 1
NA20351 0 0 1
NA20355 0 NA20334 2
NA20356 0 0 1
NA20357 0 0 2
NA20358 NA20356 NA20357 1
NA20359 0 0 2
NA20362 0 NA20359 1
NA20412 0 0 2
NA20502 0 0 2
NA20503 0 0 2
NA20504 0 0 2
NA20505 0 0 2
NA20506 0 0 2
NA20507 0 0 2
NA20508 0 0 2
NA20509 0 0 1
NA20510 0 0 1
NA20511 0 0 1
NA20512 0 0 1
NA20513 0 0 1
NA20514 0 0 2
NA20515 0 0 1
NA20516 0 0 1
NA20517 0 0 2
NA20518 0 0 1
NA20519 0 0 1
NA20520 0 0 1
NA20521 0 0 1
NA20522 0 0 2
NA20524 0 0 1
NA20525 0 0 1
NA20527 0 0 1
NA20528 0 0 1
NA20529 0 0 2
NA20530 0 0 2
NA20531 0 0 2
NA20532 0 0 1
NA20533 0 0 2
NA20534 0 0 1
NA20535 0 0 2
NA20536 0 0 1
NA20538 0 0 1
NA20539 0 0 1
NA20540 0 0 2
NA20541 0 0 2
NA20542 0 0 2
NA20543 0 0 1
NA20544 0 0 1
NA20581 0 0 1
NA20582 0 0 2
NA20585 0 0 2
NA20586 0 0 1
NA20587 0 0 2
NA20588 0 0 1
NA20589 0 0 2
NA20752 0 0 1
NA20753 0 0 2
NA20754 0 0 1
NA20755 0 0 1
NA20756 0 0 2
NA20757 0 0 2
NA20758 0 0 1
NA20759 0 0 1
NA20760 0 0 2
NA20761 0 0 2
NA20762 0 0 1
NA20763 0 0 1
NA20764 0 0 2
NA20765 0 0 1
NA20766 0 0 2
NA20767 0 0 1
NA20768 0 0 2
NA20769 0 0 2
NA20770 0 0 1
NA20771 0 0 2
NA20772 0 0 2
NA20773 0 0 2
NA20774 0 0 2
NA20775 0 0 2
NA20778 0 0 1
NA20783 0 0 1
NA20785 0 0 1
NA20786 0 0 2
NA20787 0 0 1
NA20790 0 0 2
NA20792 0 0 1
NA20795 0 0 2
NA20796 0 0 1
NA20797 0 0 2
NA20798 0 0 1
NA20799 0 0 2
NA20800 0 0 2
NA20801 0 0 1
NA20802 0 0 2
NA20803 0 0 1
NA20804 0 0 2
NA20805 0 0 1
NA20806 0 0 1
NA20807 0 0 2
NA20808 0 0 2
NA20809 0 0 1
NA20810 0 0 1
NA20811 0 0 1
NA20812 0 0 1
NA20813 0 0 2
NA20814 0 0 1
NA20815 0 0 1
NA20818 0 0 2
NA20819 0 0 2
NA20821 0 0 2
NA20822 0 0 2
NA20826 0 0 2
NA20827 0 0 1
NA20828 0 0 2
NA20832 0 0 2
NA20845 0 0 1
NA20846 0 0 1
NA20847 0 0 2
NA20849 0 0 2
NA20850 0 0 1
NA20851 0 0 2
NA20852 0 0 1
NA20853 0 0 2
NA20854 0 0 2
NA20856 0 0 2
NA20858 0 0 1
NA20859 0 0 2
NA20861 0 0 1
NA20862 0 0 2
NA20863 0 0 1
NA20864 0 0 1
NA20866 0 0 1
NA20867 0 0 1
NA20868 0 0 2
NA20869 0 0 2
NA20870 0 0 1
NA20872 0 0 2
NA20874 0 0 2
NA20875 0 0 2
NA20876 0 0 2
NA20877 0 0 2
NA20878 0 0 2
NA20881 0 0 2
NA20882 0 0 2
NA20884 0 0 1
NA20885 0 0 1
NA20886 0 0 2
NA20887 0 0 1
NA20888 0 0 2
NA20889 0 0 1
NA20890 0 0 1
NA20891 0 0 1
NA20892 0 0 2
NA20894 0 0 2
NA20895 0 0 1
NA20896 0 0 2
NA20897 0 0 1
NA20899 0 0 2
NA20900 0 0 2
NA20901 0 0 1
NA20902 0 0 2
NA20903 0 0 1
NA20904 0 0 1
NA20905 0 0 1
NA20906 0 0 2
NA20908 0 0 2
NA20910 0 0 2
NA20911 0 0 1
NA21086 0 0 2
NA21087 0 0 1
NA21088 0 0 2
NA21089 0 0 2
NA21090 0 0 1
NA21091 0 0 1
NA21092 0 0 1
NA21093 0 0 1
NA21094 0 0 1
NA21095 0 0 1
NA21097 0 0 2
NA21098 0 0 1
NA21099 0 0 1
NA21100 0 0 1
NA21101 0 0 2
NA21102 0 0 2
NA21103 0 0 2
NA21104 0 0 1
NA21105 0 0 1
NA21106 0 0 2
NA21107 0 0 1
NA21108 0 0 2
NA21109 0 0 1
NA21110 0 0 2
NA21111 0 0 1
NA21112 0 0 1
NA21113 0 0 1
NA21114 0 0 1
NA21115 0 0 1
NA21116 0 0 1
NA21117 0 0 1
NA21118 0 0 1
NA21119 0 0 1
NA21120 0 0 2
NA21122 0 0 2
NA21123 0 0 1
NA21124 0 0 1
NA21125 0 0 2
NA21126 0 0 1
NA21127 0 0 1
NA21128 0 0 1
NA21129 0 0 1
NA21130 0 0 1
NA21133 0 0 1
NA21135 0 0 1
NA21137 0 0 2
NA21141 0 0 2
NA21142 0 0 2
NA21143 0 0 2
NA21144 0 0 2
